unit_index,scene_group_id,scene_archetype,host_usage,visible_text_policy,visible_text_exact,prompt_mode,line_context_frame,prompt_img_nano
83,explanation,comparison_pair,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""この動画は、日常の見直しのきっかけとしてお届けしています。"", ""visualizable_core"": ""senior wellness explanation"", ""scene_function"": ""comparison_pair"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""explanation"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: この動画は、日常の見直しのきっかけとしてお届けしています。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
84,explanation,environment_bridge,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""個別の症状や持病がある方は、自己判断せず、医療者の助言を優先してください。"", ""visualizable_core"": ""senior wellness explanation"", ""scene_function"": ""environment_bridge"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""explanation"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 個別の症状や持病がある方は、自己判断せず、医療者の助言を優先してください。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
85,record_consult,object_focus,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""もうひとつ、相談の前に覚えておきたいのは、だるさの強さを比べることです。"", ""visualizable_core"": ""simple notebook and consultation cue"", ""scene_function"": ""object_focus"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""record_consult"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A close calm view of weathered senior hands writing simple marks in a small notebook, or holding it during an ordinary routine clinic consultation context. Ordinary Japanese home table or calm clinic waiting space, blank-looking notebook pages with no readable text. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: もうひとつ、相談の前に覚えておきたいのは、だるさの強さを比べることです。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
86,explanation,object_focus,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""昨日より少し重いのか、毎朝同じように続くのか。"", ""visualizable_core"": ""senior wellness explanation"", ""scene_function"": ""object_focus"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""explanation"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 昨日より少し重いのか、毎朝同じように続くのか。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
87,explanation,process_metaphor,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""家事を始めるまでに、いつもより時間がかかるのか。"", ""visualizable_core"": ""senior wellness explanation"", ""scene_function"": ""process_metaphor"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""explanation"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 家事を始めるまでに、いつもより時間がかかるのか。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
88,explanation,comparison_pair,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""午後になると楽になるのか、それとも一日中続くのか。"", ""visualizable_core"": ""senior wellness explanation"", ""scene_function"": ""comparison_pair"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""explanation"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 午後になると楽になるのか、それとも一日中続くのか。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
89,record_consult,object_focus,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""こうした違いは、診察の場で原因を考える手がかりになります。"", ""visualizable_core"": ""simple notebook and consultation cue"", ""scene_function"": ""object_focus"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""record_consult"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A close calm view of weathered senior hands writing simple marks in a small notebook, or holding it during an ordinary routine clinic consultation context. Ordinary Japanese home table or calm clinic waiting space, blank-looking notebook pages with no readable text. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: こうした違いは、診察の場で原因を考える手がかりになります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
90,night_environment,environment_bridge,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""ご家族と一緒に住んでいる方は、夜のいびきや呼吸の様子を聞いてみるのもよいでしょう。"", ""visualizable_core"": ""bedroom environment"", ""scene_function"": ""environment_bridge"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""night_environment"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A quiet Japanese bedroom scene with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture preparing a calmer sleep environment, dim warm lamp, smartphone placed away from the pillow, bedding arranged neatly. Evening atmosphere, darkened room, calm household props, no visible screen content. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: ご家族と一緒に住んでいる方は、夜のいびきや呼吸の様子を聞いてみるのもよいでしょう。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
91,health_sign,process_metaphor,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""一人暮らしの方は、朝の頭痛や昼間の眠気を自分の言葉で残しておくだけでも役立ちます。"", ""visualizable_core"": ""calm symptom awareness"", ""scene_function"": ""process_metaphor"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""health_sign"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 一人暮らしの方は、朝の頭痛や昼間の眠気を自分の言葉で残しておくだけでも役立ちます。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
92,record_consult,object_focus,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""記録は、きれいに書く必要はありません。"", ""visualizable_core"": ""simple notebook and consultation cue"", ""scene_function"": ""object_focus"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""record_consult"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A close calm view of weathered senior hands writing simple marks in a small notebook, or holding it during an ordinary routine clinic consultation context. Ordinary Japanese home table or calm clinic waiting space, blank-looking notebook pages with no readable text. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 記録は、きれいに書く必要はありません。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
93,health_sign,process_metaphor,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""続いているか、強くなっているか、生活に支障があるか。"", ""visualizable_core"": ""calm symptom awareness"", ""scene_function"": ""process_metaphor"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""health_sign"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 続いているか、強くなっているか、生活に支障があるか。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
94,record_consult,object_focus,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""その三つがわかるだけでも、相談しやすくなります。"", ""visualizable_core"": ""simple notebook and consultation cue"", ""scene_function"": ""object_focus"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""record_consult"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A close calm view of weathered senior hands writing simple marks in a small notebook, or holding it during an ordinary routine clinic consultation context. Ordinary Japanese home table or calm clinic waiting space, blank-looking notebook pages with no readable text. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: その三つがわかるだけでも、相談しやすくなります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
95,explanation,everyday_example,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""無理に完璧な説明を用意しなくても大丈夫です。"", ""visualizable_core"": ""senior wellness explanation"", ""scene_function"": ""everyday_example"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""explanation"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 無理に完璧な説明を用意しなくても大丈夫です。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
96,three_points,comparison_pair,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""では、今日の内容をまとめます。"", ""visualizable_core"": ""three gentle review areas"", ""scene_function"": ""comparison_pair"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""three_points"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A clean side-by-side educational composition showing morning window light, quiet bedroom, and a simple notebook without any text. Balanced panel-like layout, Japanese home cues, clear but not infographic-like. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: では、今日の内容をまとめます。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
97,three_points,comparison_pair,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""朝のだるさが続くときに見直したいことは、三つありました。"", ""visualizable_core"": ""three gentle review areas"", ""scene_function"": ""comparison_pair"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""three_points"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A clean side-by-side educational composition showing morning window light, quiet bedroom, and a simple notebook without any text. Balanced panel-like layout, Japanese home cues, clear but not infographic-like. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 朝のだるさが続くときに見直したいことは、三つありました。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
98,morning_light,everyday_example,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""一つ目は、朝の光を少し部屋に入れること。"", ""visualizable_core"": ""window daylight and curtain"", ""scene_function"": ""everyday_example"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""morning_light"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture gently opening curtains or sitting near a bright window in an ordinary Japanese apartment morning, showing natural daylight without rushing. Soft dawn-to-morning light, tidy tatami or simple bedroom/living room details, practical senior home clothing, low clutter. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 一つ目は、朝の光を少し部屋に入れること。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
99,morning_light,everyday_example,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""二つ目は、前の晩の画面の光や寝室環境を整えること。"", ""visualizable_core"": ""window daylight and curtain"", ""scene_function"": ""everyday_example"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""morning_light"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture gently opening curtains or sitting near a bright window in an ordinary Japanese apartment morning, showing natural daylight without rushing. Soft dawn-to-morning light, tidy tatami or simple bedroom/living room details, practical senior home clothing, low clutter. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 二つ目は、前の晩の画面の光や寝室環境を整えること。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
100,record_consult,object_focus,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""三つ目は、だるさが続くときに記録して相談することです。"", ""visualizable_core"": ""simple notebook and consultation cue"", ""scene_function"": ""object_focus"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""record_consult"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A close calm view of weathered senior hands writing simple marks in a small notebook, or holding it during an ordinary routine clinic consultation context. Ordinary Japanese home table or calm clinic waiting space, blank-looking notebook pages with no readable text. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 三つ目は、だるさが続くときに記録して相談することです。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
101,closing,environment_bridge,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""すべてを一度に変える必要はありません。"", ""visualizable_core"": ""calm morning close"", ""scene_function"": ""environment_bridge"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""closing"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture beginning a calm morning with slightly opened curtains and a small notebook on the table, gentle hopeful mood. Warm Japanese apartment morning, uncluttered, reassuring atmosphere. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: すべてを一度に変える必要はありません。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
102,morning_light,everyday_example,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""明日の朝は、まずカーテンを少し開ける。"", ""visualizable_core"": ""window daylight and curtain"", ""scene_function"": ""everyday_example"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""morning_light"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture gently opening curtains or sitting near a bright window in an ordinary Japanese apartment morning, showing natural daylight without rushing. Soft dawn-to-morning light, tidy tatami or simple bedroom/living room details, practical senior home clothing, low clutter. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 明日の朝は、まずカーテンを少し開ける。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
103,night_environment,object_focus,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""今夜は、寝る前の画面を少し早めに閉じる。"", ""visualizable_core"": ""bedroom environment"", ""scene_function"": ""object_focus"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""night_environment"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A quiet Japanese bedroom scene with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture preparing a calmer sleep environment, dim warm lamp, smartphone placed away from the pillow, bedding arranged neatly. Evening atmosphere, darkened room, calm household props, no visible screen content. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 今夜は、寝る前の画面を少し早めに閉じる。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
104,record_consult,object_focus,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""そして、だるさが続く日は、短くメモを残してみる。"", ""visualizable_core"": ""simple notebook and consultation cue"", ""scene_function"": ""object_focus"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""record_consult"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A close calm view of weathered senior hands writing simple marks in a small notebook, or holding it during an ordinary routine clinic consultation context. Ordinary Japanese home table or calm clinic waiting space, blank-looking notebook pages with no readable text. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: そして、だるさが続く日は、短くメモを残してみる。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
105,closing,environment_bridge,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""そのくらいの小さな一歩で十分です。"", ""visualizable_core"": ""calm morning close"", ""scene_function"": ""environment_bridge"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""closing"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture beginning a calm morning with slightly opened curtains and a small notebook on the table, gentle hopeful mood. Warm Japanese apartment morning, uncluttered, reassuring atmosphere. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: そのくらいの小さな一歩で十分です。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
