script_text,prompt_img_nano,prompt_video_veo3
この動画は、日常の見直しのきっかけとしてお届けしています。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: この動画は、日常の見直しのきっかけとしてお届けしています。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 84 for senior wellness explanation. solution demo role; Measured parallax hold; the symbolic light cue drifts gently across the composition. Keep attention on the quiet explanatory cue. soft layered parallax suggests the body clock settling. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
個別の症状や持病がある方は、自己判断せず、医療者の助言を優先してください。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 個別の症状や持病がある方は、自己判断せず、医療者の助言を優先してください。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 85 for senior wellness explanation. danger reveal role; Calm push-in; the symbolic light cue drifts gently across the composition. Keep attention on the quiet explanatory cue. soft layered parallax suggests the body clock settling. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
もうひとつ、相談の前に覚えておきたいのは、だるさの強さを比べることです。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A close calm view of weathered senior hands writing simple marks in a small notebook, or holding it during an ordinary routine clinic consultation context. Ordinary Japanese home table or calm clinic waiting space, blank-looking notebook pages with no readable text. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: もうひとつ、相談の前に覚えておきたいのは、だるさの強さを比べることです。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 86 for simple notebook and consultation cue. near miss role; Subtle rightward pan; the hand adds a small mark to the notebook or gently closes it after checking. Keep attention on the simple note-taking action. paper edges lift slightly with the movement. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
昨日より少し重いのか、毎朝同じように続くのか。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 昨日より少し重いのか、毎朝同じように続くのか。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 87 for senior wellness explanation. contrast role; Slow reveal drift; the symbolic light cue drifts gently across the composition. Keep attention on the quiet explanatory cue. soft layered parallax suggests the body clock settling. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
家事を始めるまでに、いつもより時間がかかるのか。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 家事を始めるまでに、いつもより時間がかかるのか。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 88 for senior wellness explanation. checklist role; Steady observational hold; the symbolic light cue drifts gently across the composition. Keep attention on the quiet explanatory cue. soft layered parallax suggests the body clock settling. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
午後になると楽になるのか、それとも一日中続くのか。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 午後になると楽になるのか、それとも一日中続くのか。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 89 for senior wellness explanation. expert emphasis role; Slow forward drift; the symbolic light cue drifts gently across the composition. Keep attention on the quiet explanatory cue. soft layered parallax suggests the body clock settling. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
こうした違いは、診察の場で原因を考える手がかりになります。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A close calm view of weathered senior hands writing simple marks in a small notebook, or holding it during an ordinary routine clinic consultation context. Ordinary Japanese home table or calm clinic waiting space, blank-looking notebook pages with no readable text. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: こうした違いは、診察の場で原因を考える手がかりになります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 90 for simple notebook and consultation cue. solution demo role; Gentle lateral slide; the hand adds a small mark to the notebook or gently closes it after checking. Keep attention on the simple note-taking action. paper edges lift slightly with the movement. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
ご家族と一緒に住んでいる方は、夜のいびきや呼吸の様子を聞いてみるのもよいでしょう。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A quiet Japanese bedroom scene with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture preparing a calmer sleep environment, dim warm lamp, smartphone placed away from the pillow, bedding arranged neatly. Evening atmosphere, darkened room, calm household props, no visible screen content. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: ご家族と一緒に住んでいる方は、夜のいびきや呼吸の様子を聞いてみるのもよいでしょう。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 91 for bedroom environment. danger reveal role; Soft overhead-to-front tilt; the hand places the phone farther from the pillow or smooths the bedding in one small action. Keep attention on the calmer sleep environment. the lamp glow steadies and the curtain edge barely shifts. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
一人暮らしの方は、朝の頭痛や昼間の眠気を自分の言葉で残しておくだけでも役立ちます。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 一人暮らしの方は、朝の頭痛や昼間の眠気を自分の言葉で残しておくだけでも役立ちます。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 92 for calm symptom awareness. near miss role; Measured parallax hold; the subject makes a small thoughtful pause and adjusts posture safely. Keep attention on the body-signal awareness cue. soft morning light changes gently around the bedside. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
記録は、きれいに書く必要はありません。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A close calm view of weathered senior hands writing simple marks in a small notebook, or holding it during an ordinary routine clinic consultation context. Ordinary Japanese home table or calm clinic waiting space, blank-looking notebook pages with no readable text. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 記録は、きれいに書く必要はありません。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 93 for simple notebook and consultation cue. contrast role; Calm push-in; the hand adds a small mark to the notebook or gently closes it after checking. Keep attention on the simple note-taking action. paper edges lift slightly with the movement. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
続いているか、強くなっているか、生活に支障があるか。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 続いているか、強くなっているか、生活に支障があるか。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 94 for calm symptom awareness. checklist role; Subtle rightward pan; the subject makes a small thoughtful pause and adjusts posture safely. Keep attention on the body-signal awareness cue. soft morning light changes gently around the bedside. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
その三つがわかるだけでも、相談しやすくなります。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A close calm view of weathered senior hands writing simple marks in a small notebook, or holding it during an ordinary routine clinic consultation context. Ordinary Japanese home table or calm clinic waiting space, blank-looking notebook pages with no readable text. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: その三つがわかるだけでも、相談しやすくなります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 95 for simple notebook and consultation cue. expert emphasis role; Slow reveal drift; the hand adds a small mark to the notebook or gently closes it after checking. Keep attention on the simple note-taking action. paper edges lift slightly with the movement. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
無理に完璧な説明を用意しなくても大丈夫です。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 無理に完璧な説明を用意しなくても大丈夫です。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 96 for senior wellness explanation. solution demo role; Steady observational hold; the symbolic light cue drifts gently across the composition. Keep attention on the quiet explanatory cue. soft layered parallax suggests the body clock settling. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
では、今日の内容をまとめます。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A clean side-by-side educational composition showing morning window light, quiet bedroom, and a simple notebook without any text. Balanced panel-like layout, Japanese home cues, clear but not infographic-like. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: では、今日の内容をまとめます。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 97 for three gentle review areas. danger reveal role; Slow forward drift; the camera glides from the window-light area toward the notebook area in a restrained comparison. Keep attention on the review areas. subtle parallax separates the review areas. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
朝のだるさが続くときに見直したいことは、三つありました。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A clean side-by-side educational composition showing morning window light, quiet bedroom, and a simple notebook without any text. Balanced panel-like layout, Japanese home cues, clear but not infographic-like. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 朝のだるさが続くときに見直したいことは、三つありました。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 98 for three gentle review areas. near miss role; Gentle lateral slide; the camera glides from the window-light area toward the notebook area in a restrained comparison. Keep attention on the review areas. subtle parallax separates the review areas. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
一つ目は、朝の光を少し部屋に入れること。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture gently opening curtains or sitting near a bright window in an ordinary Japanese apartment morning, showing natural daylight without rushing. Soft dawn-to-morning light, tidy tatami or simple bedroom/living room details, practical senior home clothing, low clutter. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 一つ目は、朝の光を少し部屋に入れること。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 99 for window daylight and curtain. contrast role; Soft overhead-to-front tilt; the hand eases the curtain slightly while daylight grows softly across the floor. Keep attention on the daylight entering the room. dust motes drift in the beam and fabric edges move subtly. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
二つ目は、前の晩の画面の光や寝室環境を整えること。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture gently opening curtains or sitting near a bright window in an ordinary Japanese apartment morning, showing natural daylight without rushing. Soft dawn-to-morning light, tidy tatami or simple bedroom/living room details, practical senior home clothing, low clutter. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 二つ目は、前の晩の画面の光や寝室環境を整えること。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 100 for window daylight and curtain. checklist role; Measured parallax hold; the hand eases the curtain slightly while daylight grows softly across the floor. Keep attention on the daylight entering the room. dust motes drift in the beam and fabric edges move subtly. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
三つ目は、だるさが続くときに記録して相談することです。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A close calm view of weathered senior hands writing simple marks in a small notebook, or holding it during an ordinary routine clinic consultation context. Ordinary Japanese home table or calm clinic waiting space, blank-looking notebook pages with no readable text. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 三つ目は、だるさが続くときに記録して相談することです。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 101 for simple notebook and consultation cue. expert emphasis role; Calm push-in; the hand adds a small mark to the notebook or gently closes it after checking. Keep attention on the simple note-taking action. paper edges lift slightly with the movement. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
すべてを一度に変える必要はありません。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture beginning a calm morning with slightly opened curtains and a small notebook on the table, gentle hopeful mood. Warm Japanese apartment morning, uncluttered, reassuring atmosphere. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: すべてを一度に変える必要はありません。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 102 for calm morning close. solution demo role; Subtle rightward pan; the subject relaxes the shoulders slightly as daylight settles into the room. Keep attention on the calmer morning start. curtains and paper edges move almost imperceptibly. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
明日の朝は、まずカーテンを少し開ける。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture gently opening curtains or sitting near a bright window in an ordinary Japanese apartment morning, showing natural daylight without rushing. Soft dawn-to-morning light, tidy tatami or simple bedroom/living room details, practical senior home clothing, low clutter. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 明日の朝は、まずカーテンを少し開ける。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 103 for window daylight and curtain. danger reveal role; Slow reveal drift; the hand eases the curtain slightly while daylight grows softly across the floor. Keep attention on the daylight entering the room. dust motes drift in the beam and fabric edges move subtly. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
今夜は、寝る前の画面を少し早めに閉じる。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A quiet Japanese bedroom scene with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture preparing a calmer sleep environment, dim warm lamp, smartphone placed away from the pillow, bedding arranged neatly. Evening atmosphere, darkened room, calm household props, no visible screen content. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 今夜は、寝る前の画面を少し早めに閉じる。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 104 for bedroom environment. near miss role; Steady observational hold; the hand places the phone farther from the pillow or smooths the bedding in one small action. Keep attention on the calmer sleep environment. the lamp glow steadies and the curtain edge barely shifts. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
そして、だるさが続く日は、短くメモを残してみる。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A close calm view of weathered senior hands writing simple marks in a small notebook, or holding it during an ordinary routine clinic consultation context. Ordinary Japanese home table or calm clinic waiting space, blank-looking notebook pages with no readable text. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: そして、だるさが続く日は、短くメモを残してみる。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 105 for simple notebook and consultation cue. contrast role; Slow forward drift; the hand adds a small mark to the notebook or gently closes it after checking. Keep attention on the simple note-taking action. paper edges lift slightly with the movement. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
そのくらいの小さな一歩で十分です。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture beginning a calm morning with slightly opened curtains and a small notebook on the table, gentle hopeful mood. Warm Japanese apartment morning, uncluttered, reassuring atmosphere. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: そのくらいの小さな一歩で十分です。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 106 for calm morning close. checklist role; Gentle lateral slide; the subject relaxes the shoulders slightly as daylight settles into the room. Keep attention on the calmer morning start. curtains and paper edges move almost imperceptibly. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
朝の体は、急に変えようとしなくても大丈夫です。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture beginning a calm morning with slightly opened curtains and a small notebook on the table, gentle hopeful mood. Warm Japanese apartment morning, uncluttered, reassuring atmosphere. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 朝の体は、急に変えようとしなくても大丈夫です。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 107 for calm morning close. expert emphasis role; Soft overhead-to-front tilt; the subject relaxes the shoulders slightly as daylight settles into the room. Keep attention on the calmer morning start. curtains and paper edges move almost imperceptibly. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
やさしく合図を送りながら、ご自身の体の声を少しずつ聞いていきましょう。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture beginning a calm morning with slightly opened curtains and a small notebook on the table, gentle hopeful mood. Warm Japanese apartment morning, uncluttered, reassuring atmosphere. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: やさしく合図を送りながら、ご自身の体の声を少しずつ聞いていきましょう。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 108 for calm morning close. solution demo role; Measured parallax hold; the subject relaxes the shoulders slightly as daylight settles into the room. Keep attention on the calmer morning start. curtains and paper edges move almost imperceptibly. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
