script_text,prompt_img_nano,prompt_video_veo3
この五つを、別々に覚えようとすると大変です。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show five small unlabeled pouches grouped neatly as a visual checklist without readable writing. Setting: Japanese dining table under soft light. The image supports this spoken line about: この五つを、別々に覚えようとすると大変です。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 089 uses expert_emphasis focus on organized pouches. Use a small parallax drift toward organized pouches; the pouches settle into a neat row without showing any readable writing. Let soft morning light changes slightly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
おすすめは、前日の夜に、テーブルの上で一度だけ広げて確認することです。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a prepared clinic bag placed near the genkan beside stable walking shoes and house keys. Setting: ordinary Japanese apartment entryway. The image supports this spoken line about: おすすめは、前日の夜に、テーブルの上で一度だけ広げて確認することです。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 090 uses solution_demo focus on prepared bag near the door. Use a steady close-up hold with slight settling toward prepared bag near the door; the bag strap sways slightly and then becomes still. Let a curtain edge moves almost imperceptibly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
確認が終わったら、バッグの中の決まった場所へ戻します。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person checking comfortable walking shoes and a hands-free shoulder bag. Setting: Japanese genkan with handrail and tidy floor. The image supports this spoken line about: 確認が終わったら、バッグの中の決まった場所へ戻します。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 091 uses checklist focus on shoes and hands-free bag. Use a slow push-in toward shoes and hands-free bag; the shoe toe turns slightly while the bag strap is adjusted. Let subtle shadow movement keeps the frame calm. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
そして、そのバッグを玄関の近くに置いておきます。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person checking comfortable walking shoes and a hands-free shoulder bag. Setting: Japanese genkan with handrail and tidy floor. The image supports this spoken line about: そして、そのバッグを玄関の近くに置いておきます。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 092 uses contrast focus on shoes and hands-free bag. Use a gentle left-to-right pan toward shoes and hands-free bag; the shoe toe turns slightly while the bag strap is adjusted. Let the background remains still and uncluttered. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
朝になったら、バッグ、鍵、携帯電話だけを静かに確認します。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person checking comfortable walking shoes and a hands-free shoulder bag. Setting: Japanese genkan with handrail and tidy floor. The image supports this spoken line about: 朝になったら、バッグ、鍵、携帯電話だけを静かに確認します。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 093 uses solution_demo focus on shoes and hands-free bag. Use a soft downward tilt toward shoes and hands-free bag; the shoe toe turns slightly while the bag strap is adjusted. Let soft morning light changes slightly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
それだけで、出発前の慌ただしさは少し変わります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a prepared clinic bag placed near the genkan beside stable walking shoes and house keys. Setting: ordinary Japanese apartment entryway. The image supports this spoken line about: それだけで、出発前の慌ただしさは少し変わります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 094 uses expert_emphasis focus on prepared bag near the door. Use a small parallax drift toward prepared bag near the door; the bag strap sways slightly and then becomes still. Let a curtain edge moves almost imperceptibly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
もし一人での通院がつらくなってきたら、無理をしないでください。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: もし一人での通院がつらくなってきたら、無理をしないでください。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 095 uses checklist focus on prepared items. Use a steady close-up hold with slight settling toward prepared items; the camera drifts across the prepared items and settles on the pouch. Let subtle shadow movement keeps the frame calm. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
病院に行くだけで疲れ切ってしまう方もいます。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: 病院に行くだけで疲れ切ってしまう方もいます。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 096 uses solution_demo focus on prepared items. Use a slow push-in toward prepared items; the camera drifts across the prepared items and settles on the pouch. Let the background remains still and uncluttered. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
そんな時は、家族や近所の方に付き添いをお願いしてもよいでしょう。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person writing a short personal reminder on blank paper with large strokes. Setting: warm living room table with glasses and a pen. The image supports this spoken line about: そんな時は、家族や近所の方に付き添いをお願いしてもよいでしょう。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 097 uses contrast focus on blank memo paper and pen. Use a gentle left-to-right pan toward blank memo paper and pen; the pen hand finishes a small stroke and rests beside the blank memo. Let soft morning light changes slightly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
介護保険を利用している方は、担当のケアマネジャーに相談できます。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands arranging generic blank reception cards and a small appointment paper into a clear pouch. Setting: Japanese dining table prepared the night before. The image supports this spoken line about: 介護保険を利用している方は、担当のケアマネジャーに相談できます。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 098 uses checklist focus on reception pouch. Use a soft downward tilt toward reception pouch; the hands gently slide the pouch closer to the camera. Let a curtain edge moves almost imperceptibly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
地域包括支援センターでも、地域の移動支援や相談先を教えてもらえることがあります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a senior Japanese person calmly talking with a supportive family member at a table, both seated and relaxed. Setting: ordinary Japanese living room. The image supports this spoken line about: 地域包括支援センターでも、地域の移動支援や相談先を教えてもらえることがあります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 099 uses expert_emphasis focus on supportive conversation posture. Use a small parallax drift toward supportive conversation posture; both seated figures nod gently without speaking. Let subtle shadow movement keeps the frame calm. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
自分で全部やらなければいけない、と思い込まなくても大丈夫です。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: 自分で全部やらなければいけない、と思い込まなくても大丈夫です。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 100 uses solution_demo focus on prepared items. Use a steady close-up hold with slight settling toward prepared items; the camera drifts across the prepared items and settles on the pouch. Let the background remains still and uncluttered. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
通院は、体のために行く大切な外出です。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: 通院は、体のために行く大切な外出です。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 101 uses checklist focus on prepared items. Use a slow push-in toward prepared items; the camera drifts across the prepared items and settles on the pouch. Let soft morning light changes slightly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
だからこそ、無理なく続けられる形に整えていきましょう。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: だからこそ、無理なく続けられる形に整えていきましょう。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 102 uses contrast focus on prepared items. Use a gentle left-to-right pan toward prepared items; the camera drifts across the prepared items and settles on the pouch. Let a curtain edge moves almost imperceptibly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
最後に、今日の内容を振り返ります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: 最後に、今日の内容を振り返ります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 103 uses solution_demo focus on prepared items. Use a soft downward tilt toward prepared items; the camera drifts across the prepared items and settles on the pouch. Let subtle shadow movement keeps the frame calm. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
通院の日の持ち物は、五つのまとまりで考えると整理しやすくなります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show five small unlabeled pouches grouped neatly as a visual checklist without readable writing. Setting: Japanese dining table under soft light. The image supports this spoken line about: 通院の日の持ち物は、五つのまとまりで考えると整理しやすくなります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 104 uses expert_emphasis focus on organized pouches. Use a small parallax drift toward organized pouches; the pouches settle into a neat row without showing any readable writing. Let the background remains still and uncluttered. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
受付セット、お薬セット、伝えるメモ、待ち時間セット、帰り道の安全セットです。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands arranging generic blank reception cards and a small appointment paper into a clear pouch. Setting: Japanese dining table prepared the night before. The image supports this spoken line about: 受付セット、お薬セット、伝えるメモ、待ち時間セット、帰り道の安全セットです。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 105 uses checklist focus on reception pouch. Use a steady close-up hold with slight settling toward reception pouch; the hands gently slide the pouch closer to the camera. Let soft morning light changes slightly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
完璧にそろえるよりも、いつも同じ場所にまとめることを大切にしてください。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show five small unlabeled pouches grouped neatly as a visual checklist without readable writing. Setting: Japanese dining table under soft light. The image supports this spoken line about: 完璧にそろえるよりも、いつも同じ場所にまとめることを大切にしてください。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 106 uses solution_demo focus on organized pouches. Use a slow push-in toward organized pouches; the pouches settle into a neat row without showing any readable writing. Let a curtain edge moves almost imperceptibly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
次の通院前に、まずは診察券とお薬手帳だけでも、ひとつのポーチに入れてみましょう。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands arranging generic blank reception cards and a small appointment paper into a clear pouch. Setting: Japanese dining table prepared the night before. The image supports this spoken line about: 次の通院前に、まずは診察券とお薬手帳だけでも、ひとつのポーチに入れてみましょう。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 107 uses contrast focus on reception pouch. Use a gentle left-to-right pan toward reception pouch; the hands gently slide the pouch closer to the camera. Let subtle shadow movement keeps the frame calm. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
少し早めに整えておくことが、落ち着いて出かける力になります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: 少し早めに整えておくことが、落ち着いて出かける力になります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 108 uses checklist focus on prepared items. Use a soft downward tilt toward prepared items; the camera drifts across the prepared items and settles on the pouch. Let the background remains still and uncluttered. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
無理のない範囲で、少しずつ準備を続けていきましょう。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: 無理のない範囲で、少しずつ準備を続けていきましょう。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 109 uses expert_emphasis focus on prepared items. Use a small parallax drift toward prepared items; the camera drifts across the prepared items and settles on the pouch. Let soft morning light changes slightly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
これからも、みなさんの安心な暮らしに役立つ見直しをお届けします。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: これからも、みなさんの安心な暮らしに役立つ見直しをお届けします。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 110 uses solution_demo focus on prepared items. Use a steady close-up hold with slight settling toward prepared items; the camera drifts across the prepared items and settles on the pouch. Let a curtain edge moves almost imperceptibly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
本日も最後までお付き合いいただき、ありがとうございました。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: 本日も最後までお付き合いいただき、ありがとうございました。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 111 uses checklist focus on prepared items. Use a slow push-in toward prepared items; the camera drifts across the prepared items and settles on the pouch. Let subtle shadow movement keeps the frame calm. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
